price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,year,month,price_per_sqft,mean_price_per_sqft_city,city_Bellevue,city_Federal Way,city_Issaquah,city_Kent,city_Kirkland,city_Other,city_Redmond,city_Renton,city_Sammamish,city_Seattle,statezip_WA 98006,statezip_WA 98034,statezip_WA 98042,statezip_WA 98052,statezip_WA 98053,statezip_WA 98059,statezip_WA 98074,statezip_WA 98103,statezip_WA 98115,statezip_WA 98117
318989.0,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000,2014,5,159.4945,142.1606686658162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556000.0,3.0,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006,2014,5,275.2475247524753,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275000.0,3.0,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0,2014,5,135.4679802955665,161.29826225906322,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430000.0,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0,2014,5,168.62745098039215,230.5479811065508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300000.0,2.0,1.0,970,13700,1.0,0,0,3,970,0,1949,1998,2014,5,309.2783505154639,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
396450.0,3.0,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0,2014,5,257.43506493506493,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225000.0,2.0,1.0,1396,20002,1.0,0,0,3,1396,0,1940,1997,2014,5,161.17478510028653,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
700000.0,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0,2014,5,251.79856115107913,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
260000.0,5.5,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004,2014,5,117.11711711711712,148.5158399485815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655000.0,4.0,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0,2014,5,278.72340425531917,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153093.75,3.0,2.25,2760,20002,2.0,0,0,5,2760,0,1978,0,2014,5,417.7875905797101,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153093.75,3.0,2.5,4360,20002,2.0,0,0,3,4460,0,1992,0,2014,5,264.4710435779817,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413800.0,3.0,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0,2014,5,287.3611111111111,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
950000.0,5.0,3.625,4360,6000,2.0,0,2,3,3570,1760,2006,0,2014,5,217.88990825688074,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334990.0,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0,2014,5,150.8963963963964,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1153093.75,5.0,3.625,4360,8401,2.0,0,2,3,3745,1560,2005,0,2014,5,264.4710435779817,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030000.0,3.0,3.625,3880,13095,2.0,0,3,3,3700,180,2009,0,2014,5,265.4639175257732,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1130000.0,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,2014,5,296.58792650918633,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556000.0,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,2014,5,283.6734693877551,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360000.0,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0,2014,5,235.2941176470588,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
480000.0,4.0,2.25,3250,20002,2.0,0,0,4,3250,0,1983,0,2014,5,147.69230769230768,152.42525475056954,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
324000.0,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0,2014,5,185.14285714285714,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1050000.0,4.0,3.25,3440,20002,2.0,0,0,3,3440,0,1983,2009,2014,5,305.2325581395349,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275000.0,1.5,0.75,1170,14149,1.0,0,0,5,880,290,1962,0,2014,5,235.04273504273505,160.12656627625952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000.0,3.0,1.0,870,5330,1.0,0,0,3,870,0,1969,2014,2014,5,206.89655172413794,151.67489296834458,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
749000.0,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,1998,2006,2014,5,255.63139931740614,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1153093.75,3.0,2.5,3160,12824,1.0,0,2,4,1820,1340,1966,0,2014,5,364.903085443038,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373500.0,2.0,1.0,800,3330,1.0,0,0,3,800,0,1918,0,2014,5,466.875,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
770000.0,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,1987,0,2014,5,327.6595744680851,287.6650427235868,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
356000.0,2.0,1.75,1060,16470,1.0,0,0,3,1060,0,1977,2004,2014,5,335.8490566037736,231.58170720714705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625000.0,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,1984,0,2014,5,303.3980582524272,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
494400.0,2.0,1.75,1560,1750,1.0,0,0,4,780,780,1904,0,2014,5,316.9230769230769,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
585000.0,4.0,1.75,3000,20002,1.0,0,3,3,1500,1500,1950,2005,2014,5,195.0,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
926300.0,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,1907,1983,2014,5,558.0120481927711,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
600000.0,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0,2014,5,363.6363636363636,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
430000.0,4.0,3.0,3220,8936,2.0,0,0,3,2450,770,1990,2009,2014,5,133.54037267080744,152.42525475056954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307000.0,3.0,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0,2014,5,132.32758620689654,189.61561155500922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604700.0,4.0,2.75,2750,14982,1.0,0,3,3,1720,1030,1981,2013,2014,5,219.8909090909091,168.26053913175818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219900.0,3.0,1.0,910,6000,1.0,0,0,2,910,0,1956,0,2014,5,241.64835164835165,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
270000.0,2.0,1.5,840,867,2.0,0,0,3,840,0,2005,0,2014,5,321.42857142857144,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
432000.0,3.0,2.25,1470,1578,2.0,0,0,3,1090,380,2007,0,2014,5,293.8775510204082,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
300000.0,5.5,2.0,2040,10812,1.0,0,0,4,2040,0,1943,0,2014,5,147.05882352941177,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
361000.0,3.0,1.0,1100,4046,1.5,0,4,4,1100,0,1922,0,2014,5,328.1818181818182,168.26053913175818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249950.0,2.0,1.0,940,8532,1.0,0,0,4,940,0,1959,0,2014,5,265.90425531914894,192.25026988794997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320000.0,3.0,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0,2014,5,288.2882882882883,200.24340984263807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305000.0,4.0,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0,2014,5,138.63636363636363,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
503000.0,2.0,1.75,2860,20002,1.0,1,4,3,1510,1350,1948,2003,2014,5,175.87412587412587,142.1606686658162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235750.0,2.0,1.0,740,11250,1.0,0,0,2,740,0,1938,0,2014,5,318.5810810810811,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
657000.0,4.0,1.75,2740,8520,1.0,0,2,3,1370,1370,1954,2005,2014,5,239.7810218978102,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
385000.0,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0,2014,5,308.0,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389950.0,4.0,2.5,3140,8060,2.0,0,0,3,3140,0,1991,0,2014,5,124.18789808917198,142.1606686658162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000.0,2.0,1.0,820,10270,1.0,0,0,3,820,0,1954,2005,2014,5,182.9268292682927,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
254500.0,4.0,2.75,2570,7264,2.0,0,0,3,1720,850,1998,2006,2014,5,99.0272373540856,148.5158399485815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555000.0,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,1977,0,2014,5,236.17021276595744,287.6650427235868,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1075000.0,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,1992,2014,5,298.6111111111111,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245000.0,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,1967,2011,2014,5,155.0632911392405,142.1606686658162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319950.0,2.0,1.0,1070,5824,1.0,0,2,5,1070,0,1949,0,2014,5,299.01869158878503,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
337000.0,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,1951,0,2014,5,314.95327102803736,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
492000.0,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,1907,1983,2014,5,300.0,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1153093.75,3.0,2.75,2890,12130,2.0,0,3,4,2830,60,1987,0,2014,5,398.99437716262975,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348580.0,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963,2014,5,285.72131147540983,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
180000.0,2.0,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008,2014,5,128.57142857142858,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
400000.0,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999,2014,5,384.61538461538464,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
295000.0,4.0,2.0,980,10640,1.0,0,0,5,980,0,1978,0,2014,5,301.0204081632653,200.24340984263807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910000.0,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000,2014,5,272.45508982035926,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1150000.0,5.5,3.625,4360,20002,2.0,0,0,3,4100,1940,1996,0,2014,5,263.76146788990826,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431500.0,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0,2014,5,227.10526315789474,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180000.0,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003,2014,5,103.44827586206897,146.1353000390328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677000.0,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,1916,0,2014,5,338.5,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1153093.75,3.0,1.75,1610,7200,1.0,0,0,3,1090,520,1973,2013,2014,5,716.2072981366459,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
635700.0,4.0,2.5,3240,13978,1.0,0,0,3,1860,1380,1977,2004,2014,5,196.2037037037037,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
482000.0,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,1978,0,2014,5,216.14349775784754,231.58170720714705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168000.0,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,1998,2006,2014,5,144.82758620689654,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,0,2014,5,334.0248962655602,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398000.0,2.0,1.0,590,10945,1.5,0,0,3,590,0,1983,2009,2014,5,674.5762711864406,182.25700655933215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,1996,0,2014,5,255.76923076923077,246.85008459282653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,1968,0,2014,5,273.0414746543779,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,2014,5,451.9230769230769,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,1999,0,2014,5,229.020979020979,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,2000,0,2014,5,208.89261744966444,201.29877352505815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,2011,0,2014,5,308.9430894308943,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,1947,1988,2014,5,286.88495575221236,274.9435762362213,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,1982,0,2014,5,196.36363636363637,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,1988,0,2014,5,346.53465346534654,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,1979,2014,2014,5,333.25471698113205,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1000000.0,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,1996,0,2014,5,234.7417840375587,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,2007,0,2014,5,320.64128256513027,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,2014,0,2014,5,170.5165692007797,142.1606686658162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,2005,0,2014,5,104.76190476190476,152.42525475056954,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,2014,5,209.23076923076923,146.1353000390328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,2010,0,2014,5,238.30734966592428,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1051000.0,4.0,3.625,3860,5474,2.5,0,0,3,3860,0,2007,0,2014,5,272.27979274611397,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1153093.75,4.0,3.625,4360,10320,2.0,0,0,3,5060,0,2008,0,2014,5,264.4710435779817,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,2008,0,2014,5,263.97058823529414,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,2006,0,2014,5,108.69565217391305,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,2013,1923,2014,5,157.02479338842974,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,2010,0,2014,5,269.38775510204084,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
355000.0,3.0,2.25,1280,959,3.0,0,0,3,1280,0,2005,0,2014,5,277.34375,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,2011,0,2014,5,167.09677419354838,148.5158399485815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353000.0,1.5,1.0,550,1279,2.0,0,0,3,550,0,2008,0,2014,5,641.8181818181819,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
430000.0,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,2007,0,2014,5,282.89473684210526,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460000.0,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,1939,1989,2014,5,275.4491017964072,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80000.0,1.5,0.75,430,5050,1.0,0,0,2,430,0,1912,0,2014,5,186.04651162790697,207.46229819101342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,1991,0,2014,5,328.57142857142856,287.6650427235868,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
218000.0,3.0,1.0,960,9633,1.0,0,0,5,960,0,1982,0,2014,5,227.08333333333334,160.12656627625952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325000.0,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,1952,2008,2014,5,169.27083333333334,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
980000.0,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,1967,2011,2014,5,266.30434782608694,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,1976,0,2014,5,356.5217391304348,287.6650427235868,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
556000.0,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,1991,0,2014,5,144.79166666666666,142.1606686658162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662990.0,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,1926,0,2014,5,534.6693548387096,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
225000.0,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,1975,0,2014,5,173.07692307692307,196.74685620557685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,2002,0,2014,5,184.85294117647058,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
175000.0,2.0,1.0,1300,20002,1.0,0,0,5,1300,0,1958,0,2014,5,134.6153846153846,148.5158399485815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306000.0,2.0,1.0,780,13500,1.0,0,0,4,780,0,1946,1989,2014,5,392.3076923076923,231.58170720714705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235000.0,4.0,2.5,1810,20002,1.0,0,0,3,1230,580,1970,2014,2014,5,129.8342541436464,152.42525475056954,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,1911,1986,2014,5,165.08264462809916,200.24340984263807,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478000.0,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,1910,2014,2014,5,373.4375,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
515000.0,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,1941,1998,2014,5,306.54761904761904,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,1992,0,2014,5,219.12350597609563,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,1955,2005,2014,5,87.6470588235294,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
526000.0,3.0,1.75,1680,3420,1.0,0,0,3,960,720,1992,0,2014,5,313.0952380952381,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
527550.0,1.5,0.75,820,20002,1.0,0,0,3,820,0,1999,0,2014,5,643.3536585365854,201.29877352505815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050000.0,3.0,3.625,4360,20002,2.0,0,0,5,4380,0,1983,0,2014,5,240.8256880733945,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,1984,0,2014,5,240.3846153846154,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
950000.0,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,1999,0,2014,5,279.4117647058824,287.6650427235868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377691.0,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,1942,1982,2014,5,178.1561320754717,230.5479811065508,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,1951,1994,2014,5,288.2111111111111,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,1942,1982,2014,5,212.77777777777777,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
535000.0,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,1994,0,2014,5,242.0814479638009,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
449950.0,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,1923,1982,2014,5,288.4294871794872,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
465425.0,4.0,2.75,2430,20002,1.0,0,0,3,2430,0,1967,2011,2014,5,191.53292181069958,231.58170720714705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675000.0,4.0,2.5,2560,20002,2.0,0,0,4,2560,0,1987,0,2014,5,263.671875,239.2224326860007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
599000.0,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,1926,0,2014,5,305.61224489795916,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
416000.0,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,1963,0,2014,5,374.77477477477476,269.8956532826571,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
595000.0,2.0,1.5,1030,4500,1.0,0,0,3,830,200,1924,2011,2014,5,577.6699029126214,300.4097546482954,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200000.0,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,1966,1963,2014,5,148.14814814814815,179.51850630093355,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
402000.0,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,2005,0,2014,5,261.038961038961,241.7257976509859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
